,p,Smart_time,Normal_time,Smart_length,Normal_length
0,0,0.1496593,0.1444751,201,201
0,0,0.1457781,0.1474066,201,201
0,0,0.1661414,0.1479104,201,201
0,0,0.1486586,0.1484669,201,201
0,0,0.1490634,0.1606527,201,201
0,0,0.1706339,0.1471676,201,201
0,0,0.1480236,0.1482401,201,201
0,0,0.1631448,0.1493039,201,201
0,0,0.1478832,0.1570216,201,201
0,0,0.1528672,0.1480802,201,201
0,0,0.1459754,0.1475033,201,201
0,0,0.1484664,0.1491877,201,201
0,0,0.1485332,0.1587439,201,201
0,0,0.1489749,0.1476403,201,201
0,0,0.1491563,0.1493679,201,201
0,0,0.1517643,0.1474996,201,201
0,0,0.1519019,0.1811411,201,201
0,0,0.146612,0.1414188,201,201
0,0,0.1515227,0.153868,201,201
0,0,0.1504985,0.1468826,201,201
0,0,0.1491915,0.1617908,201,201
0,0,0.1445393,0.1482887,201,201
0,0,0.1506082,0.1497474,201,201
0,0,0.144916,0.1476397,201,201
0,0,0.1443498,0.1461124,201,201
0,0,0.1534519,0.1470938,201,201
0,0,0.1511234,0.174559,201,201
0,0,0.1477382,0.1451253,201,201
0,0,0.1473003,0.1455357,201,201
0,0,0.1482718,0.1474978,201,201
0,0,0.1466475,0.1558647,201,201
0,0,0.1476637,0.1467927,201,201
0,0,0.1461964,0.1587759,201,201
0,0,0.1472662,0.1571599,201,201
0,0,0.1466822,0.1468125,201,201
0,0,0.15268,0.1477531,201,201
0,0,0.1481629,0.1573406,201,201
0,0,0.1561007,0.1462741,201,201
0,0,0.1478835,0.149676,201,201
0,0,0.1488397,0.1467933,201,201
0,0,0.1476582,0.1656487,201,201
0,0,0.145584,0.1483156,201,201
0,0,0.1462921,0.1454934,201,201
0,0,0.146192,0.1688443,201,201
0,0,0.1483228,0.1544069,201,201
0,0,0.1450363,0.1554768,201,201
0,0.01,0.1546564,0.1706289,203,203
0,0.01,0.1462182,0.145905,201,201
0,0.01,0.1759548,0.1726906,203,203
0,0.01,0.3168866,0.3152103,209,209
0,0.01,0.1800224,0.1817057,211,211
0,0.01,0.1635622,0.1562134,203,203
0,0.01,0.1759331,0.1716355,205,205
0,0.01,0.1561311,0.1515064,203,203
0,0.01,0.1623149,0.1639086,201,201
0,0.01,0.2295183,0.2193307,203,203
0,0.01,0.2107328,0.210927,207,207
0,0.01,0.2228808,0.2232234,203,203
0,0.01,0.1825204,0.1800792,203,203
0,0.01,0.1465655,0.1630748,201,201
0,0.01,0.1758,0.1768977,207,207
0,0.01,0.2910642,0.2650503,209,209
0,0.01,0.1897544,0.1612099,201,201
0,0.01,0.2787287,0.2606697,205,205
0,0.01,0.2237845,0.260381,203,203
0,0.01,0.3347898,0.326902,201,201
0,0.01,0.30362,0.3380123,201,201
0,0.01,0.1814168,0.188405,207,207
0,0.01,0.163614,0.1620279,201,201
0,0.01,0.1598435,0.1732563,205,205
0,0.01,0.2429565,0.2388278,201,201
0,0.01,0.156151,0.1598533,201,201
0,0.01,0.1453836,0.1538161,201,201
0,0.01,0.174911,0.1750454,201,201
0,0.01,0.1683729,0.1682434,209,209
0,0.01,0.2821751,0.2794676,205,205
0,0.01,0.2068801,0.1924441,201,201
0,0.01,0.2667767,0.2622329,201,201
0,0.01,0.1546286,0.1555149,203,203
0,0.01,0.1666998,0.1642322,207,207
0,0.01,0.283486,0.2806184,201,201
0,0.01,0.1773724,0.1795843,207,207
0,0.01,0.1616258,0.1456569,201,201
0,0.01,0.3930762,0.3920648,207,207
0,0.01,0.3055139,0.2709526,201,201
0,0.01,0.3907074,0.3998696,203,203
0,0.01,0.3197833,0.3019736,209,209
0,0.01,0.1573644,0.1721141,205,205
0,0.01,0.1723672,0.1770279,205,205
0,0.01,0.1977666,0.1972228,203,203
0,0.01,0.2998394,0.3885289,203,203
0,0.01,0.2659496,0.2474758,205,205
0,0.01,0.1529889,0.1514812,201,201
0,0.01,0.4249531,0.3706127,201,201
0,0.01,0.1673934,0.1626883,203,203
0,0.01,0.1791798,0.1745268,205,205
0,0.01,0.1859502,0.1687523,203,203
0,0.01,0.1671633,0.1515707,201,201
0,0.01,0.1477821,0.1728006,201,201
0,0.01,0.2438552,0.1971587,205,205
0,0.01,0.1643163,0.1528676,203,203
0,0.01,0.1821141,0.1892668,205,205
0,0.01,0.363247,0.3345775,203,203
0,0.01,0.2239761,0.2249174,201,201
0,0.01,0.2679029,0.2757386,201,201
0,0.01,0.2790931,0.2992868,207,207
0,0.01,0.1641682,0.1681574,203,203
0,0.01,0.1571182,0.1642977,203,203
0,0.01,0.2853529,0.2778855,203,203
0,0.01,0.1670132,0.1670147,207,207
0,0.01,0.1758211,0.1848962,201,201
0,0.01,0.5838413,0.5846873,201,201
0,0.01,0.2428797,0.244882,203,203
0,0.01,0.4235376,0.4206012,201,201
0,0.01,0.3250346,0.2894751,201,201
0,0.01,0.1794555,0.1691831,207,207
0,0.01,0.1731451,0.1712125,201,201
0,0.01,0.1737116,0.1754957,203,203
0,0.01,0.3044787,0.2730747,201,201
0,0.01,0.1586684,0.1477512,201,201
0,0.01,0.1703889,0.1663493,203,203
0,0.01,0.1992133,0.1745304,203,203
0,0.01,0.1842448,0.1844756,201,201
0,0.01,0.2463905,0.2441375,201,201
0,0.01,0.1541612,0.1525588,203,203
0,0.01,0.2793303,0.2793604,201,201
0,0.01,0.1557288,0.1865715,205,205
0,0.01,0.1766914,0.1583408,205,205
0,0.01,0.154972,0.1564709,203,203
0,0.01,0.2917011,0.2707147,205,205
0,0.01,0.1526118,0.1498597,203,203
0,0.01,0.1473516,0.1531897,201,201
0,0.01,0.1733043,0.1586497,201,201
0,0.01,0.1990945,0.1881563,203,203
0,0.01,0.1741549,0.1456344,201,201
0,0.01,0.326293,0.3110675,205,205
0,0.01,0.1530667,0.150067,203,203
0,0.01,0.2857312,0.2840969,201,201
0,0.01,0.1473025,0.1469436,201,201
0,0.01,0.2023333,0.2117751,203,203
0,0.01,0.3200213,0.3250067,203,203
0,0.01,0.4900962,0.4943331,203,203
0,0.01,0.1561849,0.1678137,205,205
0,0.01,0.3082155,0.3112369,203,203
0,0.01,0.2472422,0.2651949,213,213
0,0.01,0.2197132,0.2060309,203,203
0,0.02,0.2740736,0.2746808,205,205
0,0.02,0.3543661,0.3580251,203,203
0,0.02,0.2590723,0.2648185,207,207
0,0.02,0.3430897,0.3333032,211,211
0,0.02,0.1953357,0.1840185,201,201
0,0.02,0.3398935,0.3392931,203,203
0,0.02,0.1637063,0.1660498,207,207
0,0.02,0.3539868,0.3561986,207,207
0,0.02,0.314701,0.3185574,201,201
0,0.02,0.4382259,0.4062765,209,209
0,0.02,0.3453632,0.3528323,207,207
0,0.02,0.2738639,0.2671628,213,213
0,0.02,0.4324202,0.4528356,201,201
0,0.02,0.2906881,0.2971047,205,205
0,0.02,0.2763947,0.2735296,203,203
0,0.02,0.1820858,0.2302509,201,201
0,0.02,0.2787188,0.2677927,205,205
0,0.02,0.2958721,0.2880299,205,205
0,0.02,0.4796652,0.4739415,205,205
0,0.02,0.4061928,0.4083028,209,209
0,0.02,0.1814873,0.1603317,203,203
0,0.02,0.4348019,0.4358412,205,205
0,0.02,0.1651609,0.1592879,203,203
0,0.02,0.2238916,0.2156712,207,207
0,0.02,0.2904472,0.3100995,201,201
0,0.02,0.3345939,0.3312889,205,205
0,0.02,0.224924,0.1997162,207,207
0,0.02,0.3724356,0.388743,205,205
0,0.02,0.4430363,0.5300739,203,203
0,0.02,0.188436,0.1659875,207,207
0,0.02,0.1764159,0.1773684,201,201
0,0.02,0.5716062,0.5951406,205,205
0,0.02,0.3762516,0.4131728,203,203
0,0.02,0.2694702,0.2709969,205,205
0,0.02,0.415169,0.4398858,209,209
0,0.02,0.2586438,0.2629885,205,205
0,0.02,0.1709176,0.1724672,209,209
0,0.02,0.4741629,0.4852037,203,203
0,0.02,0.2948853,0.279002,203,203
0,0.02,0.1718252,0.1733579,209,209
0,0.02,0.1937607,0.193739,205,205
0,0.02,0.2391414,0.2515793,209,209
0,0.02,0.3837595,0.3897829,201,201
0,0.02,0.4636785,0.4265382,205,205
0,0.02,0.2929061,0.3304293,205,205
0,0.02,0.4729494,0.4835754,205,205
0,0.02,0.2781829,0.261571,205,205
0,0.02,0.2947118,0.2992082,205,205
0,0.02,0.1664896,0.1625208,207,207
0,0.02,0.4260629,0.4189849,201,201
0,0.02,0.1550669,0.1662301,201,201
0,0.02,0.4108081,0.4604619,205,205
0,0.02,0.3751576,0.3551731,205,205
0,0.02,0.2352456,0.2315086,201,201
0,0.02,0.3735905,0.3696384,205,205
0,0.02,0.6112598,0.5791406,201,201
0,0.02,0.1688969,0.191848,201,201
0,0.02,0.1974644,0.1940423,209,209
0,0.02,0.1824903,0.1858299,205,205
0,0.02,0.3196294,0.3236943,203,203
0,0.02,0.325614,0.3133599,205,205
0,0.02,0.2960374,0.323488,205,205
0,0.02,0.7087069,0.7280353,211,211
0,0.02,0.2723256,0.3228975,209,209
0,0.02,0.334607,0.3740913,205,205
0,0.02,0.4383446,0.4370431,201,201
0,0.02,0.2257813,0.2367197,205,205
0,0.02,0.3388468,0.3642942,207,207
0,0.02,0.1532069,0.1502744,203,203
0,0.02,0.3121567,0.3073892,203,203
0,0.02,0.1572248,0.1572456,205,205
0,0.02,0.2610184,0.2686456,203,203
0,0.02,0.1744994,0.2121229,205,205
0,0.02,0.1602555,0.1734775,207,207
0,0.02,0.1456293,0.1577412,201,201
0,0.02,0.1684738,0.1931514,201,201
0,0.02,0.1976876,0.191475,207,207
0,0.02,0.262851,0.2714358,207,207
0,0.02,0.2053527,0.2256155,201,201
0,0.02,0.4436899,0.4421524,205,205
0,0.02,0.2396584,0.2391102,209,209
0,0.02,0.266252,0.2595235,205,205
0,0.02,0.3176938,0.3196429,207,207
0,0.02,0.2066534,0.2047945,207,207
0,0.02,0.373982,0.3859857,205,205
0,0.02,0.4930864,0.5082078,203,203
0,0.02,0.4915261,0.4588982,203,203
0,0.02,0.2995984,0.3189294,203,203
0,0.02,0.2083305,0.230487,209,209
0,0.02,0.4617507,0.4355488,207,207
0,0.02,0.3410178,0.393719,207,207
0,0.02,0.1835777,0.1774209,203,203
0,0.02,0.3120599,0.2429413,205,205
0,0.02,0.157716,0.1907148,203,203
0,0.02,0.490335,0.4305657,203,203
0,0.02,0.364743,0.3352473,209,209
0,0.02,0.4899486,0.4727472,203,203
0,0.02,0.2723611,0.2715653,205,205
0,0.02,0.3091993,0.2920982,207,207
0,0.02,0.2026721,0.2132119,201,201
0,0.03,0.1860224,0.1920092,205,205
0,0.03,0.5318801,0.55287,209,209
0,0.03,0.536636,0.544972,207,207
0,0.03,0.3833835,0.3859075,213,213
0,0.03,0.8012445,0.789942,207,207
0,0.03,0.7845537,0.8014893,211,211
0,0.03,0.2462362,0.2470758,209,209
0,0.03,0.2903605,0.2859706,209,209
0,0.03,0.3515135,0.3730917,211,211
0,0.03,0.5428473,0.5760484,209,209
0,0.03,0.486891,0.4818436,209,209
0,0.03,0.4502464,0.5005244,211,211
0,0.03,0.4750903,0.4647131,213,213
0,0.03,0.4572167,0.4609615,207,207
0,0.03,0.42035,0.437753,205,205
0,0.03,0.2283526,0.2309054,209,209
0,0.03,0.6345365,0.6173993,209,209
0,0.03,0.4518359,0.45909,213,213
0,0.03,0.2676229,0.2637362,211,211
0,0.03,0.2592618,0.2675886,217,217
0,0.03,0.5700727,0.5812792,225,225
0,0.03,0.1675577,0.1687017,205,205
0,0.03,0.2384723,0.248967,203,203
0,0.03,0.522073,0.5042977,207,207
0,0.03,0.5104771,0.5695868,207,207
0,0.03,0.4363406,0.427303,207,207
0,0.03,0.5311569,0.540802,215,215
0,0.03,0.4663433,0.441966,211,211
0,0.03,0.3802433,0.4386933,207,207
0,0.03,0.2667522,0.258417,207,207
0,0.03,0.3501779,0.3506918,201,201
0,0.03,0.373049,0.3800406,211,211
0,0.03,0.2850941,0.2845663,203,203
0,0.03,0.1788237,0.1809566,203,203
0,0.03,0.224045,0.2256581,213,213
0,0.03,0.5670718,0.55314,217,217
0,0.03,0.4823499,0.4926968,211,211
0,0.03,0.2471389,0.2437742,205,205
0,0.03,0.4187351,0.3872704,211,211
0,0.03,0.3295649,0.3534185,211,211
0,0.03,0.1584608,0.1836045,201,201
0,0.03,0.1754111,0.1821473,207,207
0,0.03,0.805564,0.768869,211,211
0,0.03,0.2535583,0.2501441,213,213
0,0.03,0.2821868,0.2845858,201,201
0,0.03,0.3472123,0.3483384,201,201
0,0.03,0.6519367,0.6362692,207,207
0,0.03,0.5048142,0.4863238,207,207
0,0.03,0.6067849,0.5995766,209,209
0,0.03,0.228583,0.2339923,207,207
0,0.03,0.2916035,0.326132,205,205
0,0.03,0.4379989,0.4127313,205,205
0,0.03,0.3047074,0.3297729,203,203
0,0.03,0.5372715,0.5648759,205,205
0,0.03,0.5361823,0.5674908,207,207
0,0.03,0.731091,0.6906793,201,201
0,0.03,0.7438088,0.7286517,211,211
0,0.03,0.2971948,0.3048395,207,207
0,0.03,0.4084936,0.3990964,211,211
0,0.03,0.4314355,0.4285923,207,207
0,0.03,0.5767228,0.5736415,205,205
0,0.03,0.1787149,0.1778315,211,211
0,0.03,0.2558229,0.2589638,205,205
0,0.03,0.3178265,0.3319351,211,211
0,0.03,0.3391759,0.3184845,203,203
0,0.03,0.2220074,0.200484,207,207
0,0.03,0.4123646,0.4078922,203,203
0,0.03,0.3046811,0.2931357,201,201
0,0.03,0.3146089,0.3343777,211,211
0,0.03,0.3982635,0.4355133,207,207
0,0.03,0.2398973,0.2408251,205,205
0,0.03,0.5547328,0.5875826,207,207
0,0.03,0.183086,0.18606,209,209
0,0.03,0.5873541,0.5579258,205,205
0,0.03,0.3685651,0.3755528,209,209
0,0.03,0.2510909,0.2351755,211,211
0,0.03,0.427902,0.446327,205,205
0,0.03,0.4544419,0.4590315,205,205
0,0.03,0.3047368,0.3243192,213,213
0,0.03,0.2902204,0.273583,205,205
0,0.03,0.3766043,0.3745839,215,215
0,0.03,0.5121011,0.551607,207,207
0,0.03,0.2938427,0.303472,209,209
0,0.03,0.3900534,0.365037,205,205
0,0.03,0.2250321,0.2268477,205,205
0,0.03,0.2123824,0.2099754,215,215
0,0.03,0.2679604,0.2676052,205,205
0,0.03,0.2820833,0.289259,205,205
0,0.03,0.5555544,0.5493108,205,205
0,0.03,0.2825747,0.2787553,205,205
0,0.03,0.4869626,0.4702001,211,211
0,0.03,0.2450127,0.2459024,203,203
0,0.03,0.3600194,0.3551844,209,209
0,0.03,0.2734541,0.288509,201,201
0,0.03,0.6893907,0.6449327,207,207
0,0.03,0.436212,0.4404475,213,213
0,0.03,0.4536991,0.4580394,213,213
0,0.03,0.2121382,0.212837,213,213
0,0.03,0.1740872,0.1838117,203,203
0,0.03,0.1781953,0.1745076,209,209
0,0.04,0.4710722,0.4364533,217,217
0,0.04,0.477467,0.4679535,205,205
0,0.04,0.5139404,0.5038072,217,217
0,0.04,0.505374,0.5063105,215,215
0,0.04,0.1701382,0.1723157,209,209
0,0.04,0.506495,0.5333795,213,213
0,0.04,0.8959551,0.8751575,217,217
0,0.04,0.5600412,0.6083106,211,211
0,0.04,0.5979398,0.5965553,211,211
0,0.04,0.2092636,0.2879968,207,207
0,0.04,0.3231821,0.2695479,203,203
0,0.04,0.5365333,0.5649535,211,211
0,0.04,0.4602921,0.4647063,209,209
0,0.04,0.3460527,0.3377266,213,213
0,0.04,0.708655,0.736316,205,205
0,0.04,0.5943557,0.5941057,217,217
0,0.04,0.5580661,0.5748736,209,209
0,0.04,0.4852529,0.5044701,217,217
0,0.04,0.197249,0.1965123,221,221
0,0.04,0.3161475,0.3383941,217,217
0,0.04,0.6664447,0.6537997,219,219
0,0.04,0.5289894,0.5239262,211,211
0,0.04,0.9149422,0.9139182,225,225
0,0.04,0.718461,0.7809409,203,203
0,0.04,0.5969332,0.6143181,207,207
0,0.04,0.4647388,0.4757041,205,205
0,0.04,0.3276811,0.3583581,203,203
0,0.04,0.231518,0.2058899,211,211
0,0.04,0.1690255,0.1678159,207,207
0,0.04,0.5140356,0.501139,215,215
0,0.04,0.6378883,0.6395794,207,207
0,0.04,0.2105739,0.2108694,213,213
0,0.04,0.4727499,0.4708115,207,207
0,0.04,0.5299983,0.4646435,205,205
0,0.04,0.298466,0.2821491,209,209
0,0.04,0.6772272,0.6415579,207,207
0,0.04,0.4827873,0.5044399,207,207
0,0.04,0.4677088,0.4367768,211,211
0,0.04,0.7373761,0.7997224,215,215
0,0.04,0.2949433,0.245635,205,205
0,0.04,0.6717291,0.655152,213,213
0,0.04,0.403064,0.4095619,215,215
0,0.04,0.4024793,0.3653289,207,207
0,0.04,0.3847755,0.3600235,207,207
0,0.04,0.4354055,0.4557136,215,215
0,0.04,0.3346051,0.3458058,211,211
0,0.04,0.3581531,0.3291258,211,211
0,0.04,0.5755446,0.5862082,211,211
0,0.04,0.3952463,0.4109675,207,207
0,0.04,0.4943701,0.4980029,215,215
0,0.04,0.7760681,0.7717659,201,201
0,0.04,0.4784128,0.5072503,209,209
0,0.04,0.2219543,0.2348616,213,213
0,0.04,0.4092287,0.414137,205,205
0,0.04,0.5977082,0.5912188,207,207
0,0.04,0.2992291,0.2941389,207,207
0,0.04,0.423608,0.4251283,207,207
0,0.04,0.179906,0.1782585,207,207
0,0.04,0.7429627,0.7461058,205,205
0,0.04,0.4433289,0.433931,209,209
0,0.04,0.4537959,0.4300276,209,209
0,0.04,0.5344057,0.5084927,213,213
0,0.04,0.7446609,0.7367891,217,217
0,0.04,0.4696385,0.4679914,209,209
0,0.04,0.2559881,0.2558506,211,211
0,0.04,0.431614,0.3976261,211,211
0,0.04,0.631153,0.5929184,209,209
0,0.04,0.3746112,0.3710369,205,205
0,0.04,0.6526097,0.7030924,213,213
0,0.04,0.4226217,0.4213673,213,213
0,0.04,0.6192536,0.641915,207,207
0,0.04,0.6626064,0.6586165,213,213
0,0.04,0.3586868,0.3320908,207,207
0,0.04,0.3188749,0.2923542,205,205
0,0.04,0.5147171,0.5325837,207,207
0,0.04,0.4369243,0.4381856,213,213
0,0.04,0.3164567,0.3183789,207,207
0,0.04,0.5337694,0.5178889,209,209
0,0.04,0.4822158,0.4942202,213,213
0,0.04,0.5256679,0.5252175,209,209
0,0.04,0.2504349,0.2505479,207,207
0,0.04,0.478017,0.4732746,211,211
0,0.04,0.1642868,0.1736839,207,207
0,0.04,0.4144631,0.3999239,209,209
0,0.04,0.381088,0.3625533,213,213
0,0.04,0.5474084,0.5275265,211,211
0,0.04,0.5424797,0.5437988,209,209
0,0.04,0.4466188,0.4205505,207,207
0,0.04,0.5158898,0.5771052,211,211
0,0.04,0.4198062,0.3893365,209,209
0,0.04,0.6414518,0.6029536,203,203
0,0.04,0.530926,0.5592125,211,211
0,0.04,0.3654663,0.3683178,223,223
0,0.04,0.5625646,0.5948005,205,205
0,0.04,0.339763,0.3587345,201,201
0,0.04,0.3928734,0.3593619,217,217
0,0.04,0.1832662,0.183594,209,209
0,0.04,0.2327337,0.2615181,215,215
0,0.04,0.863788,0.7608122,213,213
0,0.04,0.2194475,0.2308452,209,209
0,0.05,0.4442548,0.4555,213,213
0,0.05,0.5728263,0.5929602,207,207
0,0.05,0.6368204,0.6320227,215,215
0,0.05,0.3287481,0.3130149,215,215
0,0.05,0.5376414,0.5353791,217,217
0,0.05,0.4443751,0.4171357,209,209
0,0.05,0.3850914,0.3714145,215,215
0,0.05,0.7049539,0.6691759,209,209
0,0.05,0.4883558,0.5253147,213,213
0,0.05,0.5585143,0.5507039,217,217
0,0.05,0.8486946,0.8305322,223,223
0,0.05,0.679821,0.7129392,213,213
0,0.05,0.8766255,0.8979233,213,213
0,0.05,0.4343018,0.444134,209,209
0,0.05,0.5413214,0.4694841,217,217
0,0.05,0.3396542,0.3456948,209,209
0,0.05,0.5049313,0.4917875,209,209
0,0.05,0.6392785,0.6309657,221,221
0,0.05,0.4876094,0.4847245,215,215
0,0.05,0.70945,0.6662111,213,213
0,0.05,0.7327034,0.7673434,219,219
0,0.05,0.3324133,0.3852116,205,205
0,0.05,0.776609,0.7616537,215,215
0,0.05,0.4353366,0.4288384,213,213
0,0.05,0.1996503,0.196603,211,211
0,0.05,0.2715721,0.267528,215,215
0,0.05,0.3406616,0.3668572,211,211
0,0.05,0.6284527,0.6338883,213,213
0,0.05,0.3122813,0.3063586,215,215
0,0.05,0.4404638,0.3866628,219,219
0,0.05,0.2509497,0.2729181,221,221
0,0.05,0.5528131,0.5305168,217,217
0,0.05,0.6095568,0.5938481,205,205
0,0.05,0.7424459,0.7458807,219,219
0,0.05,0.3261876,0.3200392,213,213
0,0.05,0.787297,0.8441936,205,205
0,0.05,0.5916905,0.5794451,217,217
0,0.05,0.6907451,0.7467272,211,211
0,0.05,0.7011813,0.7198875,209,209
0,0.05,0.7814885,0.7712636,207,207
0,0.05,0.5817752,0.5992909,215,215
0,0.05,0.3190093,0.2772461,211,211
0,0.05,0.5790473,0.6045101,205,205
0,0.05,0.4046069,0.4074258,219,219
0,0.05,0.7208609,0.7302859,211,211
0,0.05,0.7075401,0.7113316,213,213
0,0.05,0.3600856,0.3415864,205,205
0,0.05,0.3144427,0.3322389,213,213
0,0.05,0.34219,0.3628898,209,209
0,0.05,0.4817795,0.4669618,211,211
0,0.05,0.3199912,0.3075628,217,217
0,0.05,0.3067335,0.305329,217,217
0,0.05,0.6050879,0.6192091,203,203
0,0.05,0.3168331,0.3138913,225,225
0,0.05,0.4044657,0.4100299,213,213
0,0.05,0.3214272,0.3245575,219,219
0,0.05,0.4618103,0.4541127,211,211
0,0.05,0.5124643,0.5568315,205,205
0,0.05,0.4122165,0.4335872,209,209
0,0.05,1.0328384,1.0710548,211,211
0,0.05,0.790413,0.7843447,217,217
0,0.05,0.7833331,0.7844087,209,209
0,0.05,0.5138475,0.5094442,205,205
0,0.05,0.6784134,0.6780593,209,209
0,0.05,0.5494902,0.5764792,211,211
0,0.05,0.4363594,0.4453337,207,207
0,0.05,0.512054,0.5107038,219,219
0,0.05,0.5962801,0.6089295,225,225
0,0.05,0.3520111,0.3533713,219,219
0,0.05,0.4705,0.4240955,211,211
0,0.05,0.4390155,0.4640308,219,219
0,0.05,0.5026038,0.4942826,207,207
0,0.05,0.7117764,0.6730994,235,235
0,0.05,0.4654875,0.4683428,215,215
0,0.05,0.6737479,0.6844423,213,213
0,0.05,0.3888204,0.3857465,217,217
0,0.05,0.7125818,0.7171976,215,215
0,0.05,0.8973569,0.7791101,215,215
0,0.05,0.7427764,0.7653402,211,211
0,0.05,0.7915022,0.8250733,221,221
0,0.05,0.3272203,0.3418452,215,215
0,0.05,0.5887898,0.6029866,211,211
0,0.05,0.4424133,0.4467635,209,209
0,0.05,0.6082028,0.6240103,211,211
0,0.05,0.6919,0.6939625,217,217
0,0.05,0.6031758,0.5867478,225,225
0,0.05,0.4806215,0.4772607,225,225
0,0.05,0.6097018,0.6237904,213,213
0,0.05,0.6255074,0.6077233,213,213
0,0.05,0.4123267,0.4065921,213,213
0,0.05,0.5549966,0.546394,211,211
0,0.05,0.360283,0.3456398,209,209
0,0.05,0.6234762,0.6345775,215,215
0,0.05,0.4770202,0.4640422,213,213
0,0.05,0.6625277,0.6573576,215,215
0,0.05,0.5053243,0.4963202,225,225
0,0.05,0.7084645,0.7004049,209,209
0,0.05,0.799229,0.8814479,221,221
0,0.05,0.3017334,0.3086558,211,211
0,0.05,0.5397977,0.543342,215,215
0,0.06,0.4997909,0.4841579,211,211
0,0.06,0.5229355,0.4983125,211,211
0,0.06,0.4392329,0.4545808,213,213
0,0.06,0.5102725,0.5112169,209,209
0,0.06,0.9522466,0.9249978,217,217
0,0.06,0.796885,0.8109581,217,217
0,0.06,0.5668223,0.5347572,219,219
0,0.06,0.5611594,0.5706784,219,219
0,0.06,0.4419154,0.4449626,219,219
0,0.06,0.58252,0.5727595,211,211
0,0.06,0.4697501,0.4756357,225,225
0,0.06,0.8569824,0.8550031,217,217
0,0.06,0.6026065,0.6019993,213,213
0,0.06,0.7451621,0.6815651,221,221
0,0.06,0.5292094,0.5328337,219,219
0,0.06,0.2818611,0.2922098,221,221
0,0.06,1.1959255,1.2129913,221,221
0,0.06,0.6588241,0.6574147,209,209
0,0.06,0.578654,0.5659918,219,219
0,0.06,0.4890102,0.5114372,209,209
0,0.06,0.3340788,0.3532316,213,213
0,0.06,0.8950555,0.8579071,209,209
0,0.06,0.5081291,0.5089828,223,223
0,0.06,0.5139486,0.4908192,209,209
0,0.06,0.5836829,0.581921,223,223
0,0.06,0.7081594,0.7009083,223,223
0,0.06,0.5319385,0.5377785,215,215
0,0.06,0.7878184,0.7745126,211,211
0,0.06,0.6437502,0.6432977,213,213
0,0.06,0.4308555,0.4370883,223,223
0,0.06,0.847514,0.8071298,217,217
0,0.06,0.7100036,0.7434202,231,231
0,0.06,0.7738142,0.7819397,225,225
0,0.06,0.9752572,1.0108309,221,221
0,0.06,0.5579744,0.5610214,211,211
0,0.06,0.6068161,0.6125056,209,209
0,0.06,0.6704856,0.7004998,225,225
0,0.06,0.4898923,0.4398645,223,223
0,0.06,0.6817514,0.6493381,211,211
0,0.06,1.1415087,1.0955577,219,219
0,0.06,0.8726583,0.8757441,215,215
0,0.06,0.9283548,0.9565011,225,225
0,0.06,0.4711544,0.467876,209,209
0,0.06,0.5699634,0.5525831,209,209
0,0.06,0.5757181,0.5447682,207,207
0,0.06,0.543617,0.5406853,213,213
0,0.06,0.6233745,0.5785699,221,221
0,0.06,0.4910402,0.5288111,211,211
0,0.06,0.8191885,0.8706094,221,221
