,p,Time_E,Search_Space_E,Path_Length_E,Time_M,Search_Space_M,Path_Length_M,Time_C,Search_Space_C,Path_Length_C,,Add,,Add,,Add,,Add
0,0.01,0.2186809,10100,201,0.1498707,10100,201,0.2635529,10100,201,,,,,,,,
0,0.01,0.2210483,10099,201,0.1590406,10096,201,0.2667202,10099,201,,,,,,,,
0,0.01,0.2161972,10098,201,0.156598,10068,201,0.2604747,10098,201,,,,,,,,
0,0.01,0.2236124,10094,201,0.1479719,9948,201,0.258975,10091,201,,,,,,,,
0,0.01,0.2130297,10100,201,0.1673663,10100,201,0.2590168,10100,201,,,,,,,,
0,0.01,0.2197004,10099,201,0.1486965,10015,201,0.2589379,10099,201,,,,,,,,
0,0.01,0.2191651,10100,201,0.148082,10100,201,0.257337,10100,201,,,,,,,,
0,0.01,0.2191039,10099,201,0.1597681,10088,201,0.263137,10099,201,,,,,,,,
0,0.01,0.2187126,10100,201,0.1708814,10100,201,0.274569,10100,201,,,,,,,,
0,0.01,0.2262582,10098,201,0.1525961,10061,201,0.2558063,10098,201,,,,,,,,
0,0.01,0.2405283,10100,201,0.1766085,10100,201,0.2719273,10100,201,,,,,,,,
0,0.01,0.2245456,10100,201,0.1478067,10100,201,0.2511457,10100,201,,,,,,,,
0,0.01,0.2207275,10100,201,0.1493945,10100,201,0.256026,10100,201,,,,,,,,
0,0.01,0.2252734,10099,201,0.1511148,10073,201,0.2713827,10099,201,,,,,,,,
0,0.01,0.2122694,10100,201,0.1572992,10100,201,0.2882073,10100,201,,,,,,,,
0,0.01,0.221625,10100,201,0.17066,10100,201,0.2603923,10100,201,,,,,,,,
0,0.01,0.2169504,10099,201,0.1657233,10093,201,0.2600634,10099,201,,,,,,,,
0,0.01,0.2225669,10099,201,0.1452107,10083,201,0.2552821,10099,201,,,,,,,,
0,0.01,0.2232415,10095,201,0.1458449,9993,201,0.2589278,10095,201,,,,,,,,
0,0.01,0.2166095,10099,201,0.1493416,10079,201,0.2524977,10099,201,,,,,,,,
0,0.01,0.2233683,10098,201,0.1582216,10034,201,0.2669685,10098,201,,,,,,,,
0,0.01,0.221502,10095,201,0.1518696,9985,201,0.2540612,10095,201,,,,,,,,
0,0.01,0.2199364,10099,201,0.147744,10085,201,0.25834,10099,201,,,,,,,,
0,0.01,0.2157552,10100,201,0.1529683,10100,201,0.2576108,10100,201,,,,,,,,
0,0.01,0.2280755,10099,201,0.1538024,10098,201,0.2580577,10099,201,,,,,,,,
0,0.01,0.2140083,10098,201,0.150493,9954,201,0.2584955,10098,201,,,,,,,,
0,0.01,0.2397521,10100,201,0.1670961,10100,201,0.2772532,10099,201,,,,,,,,
0,0.01,0.2192129,10099,201,0.155983,10095,201,0.2791898,10099,201,,,,,,,,
0,0.01,0.2175612,10100,201,0.1594108,10100,201,0.2954722,10100,201,,,,,,,,
0,0.01,0.2149423,10100,201,0.1474348,10100,201,0.264396,10100,201,,,,,,,,
0,0.01,0.2128366,10098,201,0.1598094,10034,201,0.317491,10098,201,,,,,,,,
0,0.02,0.2150409,9996,201,0.1531376,9964,201,0.2881282,9996,201,,,,,,,,
0,0.02,0.2740474,9995,201,0.1980526,9920,201,0.2944379,9995,201,,,,,,,,
0,0.02,0.2980411,9988,201,0.1591338,9813,201,0.2717696,9980,201,,,,,,,,
0,0.02,0.2840498,9993,201,0.1659842,9838,201,0.3757205,9988,201,,,,,,,,
0,0.02,0.2531269,9995,201,0.1560781,9977,201,0.2852757,9995,201,,,,,,,,
0,0.02,0.2504445,9996,201,0.1578882,9950,201,0.2676339,9996,201,,,,,,,,
0,0.02,0.2277448,9990,201,0.1410818,9824,201,0.2754657,9990,201,,,,,,,,
0,0.02,0.2184634,9996,201,0.1627297,9979,201,0.264011,9996,201,,,,,,,,
0,0.02,0.219848,9990,201,0.1602367,9775,201,0.2585796,9987,201,,,,,,,,
0,0.02,0.2153163,9996,201,0.1553299,9965,201,0.3222628,9996,201,,,,,,,,
0,0.02,0.344971,9997,201,0.2027887,9981,201,0.4868921,9997,201,,,,,,,,
0,0.02,0.4038364,9995,201,0.1750095,9904,201,0.3071528,9995,201,,,,,,,,
0,0.02,0.2329309,9994,201,0.1653154,9905,201,0.3066267,9993,201,,,,,,,,
0,0.02,0.2463641,9998,201,0.1846465,9998,201,0.2804594,9998,201,,,,,,,,
0,0.02,0.248796,9997,201,0.1963766,9992,201,0.3205711,9997,201,,,,,,,,
0,0.02,0.231041,9997,201,0.1468909,9986,201,0.2566364,9997,201,,,,,,,,
0,0.02,0.2531752,9997,201,0.148401,9943,201,0.2469807,9997,201,,,,,,,,
0,0.02,0.226004,9989,201,0.14066,9761,201,0.2726698,9986,201,,,,,,,,
0,0.02,0.2446961,9996,201,0.1633698,9924,201,0.2631192,9996,201,,,,,,,,
0,0.02,0.2197244,9993,201,0.1387711,9869,201,0.2555507,9993,201,,,,,,,,
0,0.02,0.2204277,9998,201,0.1765654,9998,201,0.2751116,9998,201,,,,,,,,
0,0.02,0.2063876,9996,201,0.1506348,9910,201,0.3506762,9996,201,,,,,,,,
0,0.02,0.2361465,9998,201,0.1671988,9998,201,0.2627213,9998,201,,,,,,,,
0,0.02,0.2784095,9998,201,0.163616,9998,201,0.3353526,9998,201,,,,,,,,
0,0.02,0.2613572,9994,201,0.2238297,9848,201,0.3244358,9994,201,,,,,,,,
0,0.02,0.2555601,9986,201,0.168937,9630,201,0.3294094,9985,201,,,,,,,,
0,0.02,0.2131056,9998,201,0.1662607,9998,201,0.2768798,9998,201,,,,,,,,
0,0.02,0.2364511,9997,201,0.1657862,9979,201,0.3009859,9997,201,,,,,,,,
0,0.02,0.2697771,9993,201,0.148043,9860,201,0.2664235,9992,201,,,,,,,,
0,0.02,0.2290638,9998,201,0.1623233,9998,201,0.2718637,9998,201,,,,,,,,
0,0.02,0.2752377,9993,201,0.1528887,9924,201,0.2514131,9993,201,,,,,,,,
0,0.02,0.2744972,9994,201,0.1735217,9920,201,0.3185598,9991,201,,,,,,,,
0,0.02,0.2110495,9996,201,0.145334,9920,201,0.2802499,9996,201,,,,,,,,
0,0.02,0.2175624,9994,201,0.1497773,9816,201,0.2710927,9993,201,,,,,,,,
0,0.02,0.2582884,9995,201,0.1698494,9851,201,0.3335432,9995,201,,,,,,,,
0,0.02,0.2857321,9998,201,0.1684561,9998,201,0.3567311,9998,201,,,,,,,,
0,0.02,0.2315196,9995,201,0.1464028,9891,201,0.2497597,9995,201,,,,,,,,
0,0.02,0.2102953,9989,201,0.1445374,9848,201,0.2590447,9989,201,,,,,,,,
0,0.02,0.2143547,9993,201,0.1492835,9880,201,0.2597746,9993,201,,,,,,,,
0,0.02,0.2253631,9998,201,0.1558495,9998,201,0.2510701,9998,201,,,,,,,,
0,0.02,0.278437,9993,201,0.1773461,9913,201,0.3229489,9993,201,,,,,,,,
0,0.02,0.2324217,9994,201,0.1561469,9853,201,0.3283851,9991,201,,,,,,,,
0,0.02,0.2772962,9994,201,0.2017278,9925,201,0.2863174,9994,201,,,,,,,,
0,0.02,0.256577,9993,201,0.1991913,9814,201,0.2798859,9990,201,,,,,,,,
0,0.02,0.2582833,9997,201,0.2109075,9991,201,0.2762545,9997,201,,,,,,,,
0,0.02,0.2621254,9996,201,0.1493927,9968,201,0.2494207,9996,201,,,,,,,,
0,0.02,0.2083266,9996,201,0.1512151,9977,201,0.2467979,9995,201,,,,,,,,
0,0.02,0.211891,9997,201,0.1528355,9996,201,0.2735933,9997,201,,,,,,,,
0,0.02,0.208371,9995,201,0.141506,9826,201,0.2673157,9995,201,,,,,,,,
0,0.02,0.2297624,9995,201,0.1740252,9972,201,0.2641534,9995,201,,,,,,,,
0,0.02,0.2189468,9996,201,0.1486285,9943,201,0.2661573,9996,201,,,,,,,,
0,0.02,0.2153916,9997,201,0.1588411,9996,201,0.2671433,9997,201,,,,,,,,
0,0.02,0.2351697,9993,201,0.1583722,9817,201,0.2798578,9993,201,,,,,,,,
0,0.02,0.2226377,9997,201,0.1486049,9991,201,0.2557879,9997,201,,,,,,,,
0,0.02,0.2356486,9995,201,0.1631273,9858,201,0.2639042,9995,201,,,,,,,,
0,0.02,0.2271408,9995,201,0.1424089,9924,201,0.2459017,9995,201,,,,,,,,
0,0.02,0.2140497,9994,201,0.1659548,9819,201,0.2627927,9994,201,,,,,,,,
0,0.02,0.2122678,9996,201,0.154276,9955,201,0.26594,9996,201,,,,,,,,
0,0.02,0.2177566,9997,201,0.1491289,9962,201,0.2527534,9997,201,,,,,,,,
0,0.02,0.2045529,9991,201,0.1627039,9882,201,0.272711,9987,201,,,,,,,,
0,0.02,0.213661,9996,201,0.1426427,9962,201,0.2483431,9988,201,,,,,,,,
0,0.02,0.2102161,9995,201,0.1560725,9905,201,0.2692304,9995,201,,,,,,,,
0,0.02,0.2514413,9995,201,0.159683,9901,201,0.2677206,9995,201,,,,,,,,
0,0.02,0.2107135,9991,201,0.1446996,9843,201,0.3123075,9991,201,,,,,,,,
0,0.02,0.2581385,9998,201,0.1485801,9998,201,0.2589616,9998,201,,,,,,,,
0,0.02,0.2239538,9997,201,0.2149676,9978,201,0.3102244,9997,201,,,,,,,,
0,0.02,0.2551695,9995,201,0.1655088,9891,201,0.2819907,9995,201,,,,,,,,
0,0.02,0.2237635,9993,201,0.1770971,9879,201,0.3849149,9993,201,,,,,,,,
0,0.02,0.2470491,9989,201,0.2120862,9856,201,0.3016469,9989,201,,,,,,,,
0,0.02,0.2886322,9994,201,0.1530966,9875,201,0.3121633,9993,201,,,,,,,,
0,0.02,0.2076414,9992,201,0.1439987,9861,201,0.2465265,9992,201,,,,,,,,
0,0.02,0.2095347,9995,201,0.1434293,9893,201,0.2443736,9993,201,,,,,,,,
0,0.02,0.2115821,9989,201,0.1500557,9725,201,0.2596409,9989,201,,,,,,,,
0,0.02,0.2366317,9992,201,0.159425,9782,201,0.2781312,9991,201,,,,,,,,
0,0.02,0.23717,9988,201,0.15019,9838,201,0.2826807,9985,201,,,,,,,,
0,0.02,0.2729511,9997,201,0.1489261,9979,201,0.2637173,9997,201,,,,,,,,
0,0.02,0.2680459,9995,201,0.1713221,9916,201,0.2656468,9993,201,,,,,,,,
0,0.02,0.2323968,9995,201,0.1536477,9922,201,0.2902599,9993,201,,,,,,,,
0,0.02,0.3130602,9998,201,0.2212587,9998,201,0.3348069,9998,201,,,,,,,,
0,0.02,0.321653,9993,201,0.1709756,9899,201,0.275336,9990,201,,,,,,,,
0,0.02,0.2142915,9998,201,0.1579142,9998,201,0.2497455,9998,201,,,,,,,,
0,0.02,0.2278027,9994,201,0.1650756,9877,201,0.2750492,9990,201,,,,,,,,
0,0.02,0.2450178,9993,201,0.1754799,9900,201,0.2782901,9993,201,,,,,,,,
0,0.02,0.2338887,9995,201,0.1443243,9910,201,0.2881021,9995,201,,,,,,,,
0,0.02,0.3884119,9990,201,0.1966713,9712,201,0.2985944,9990,201,,,,,,,,
0,0.02,0.2468034,9994,201,0.1604924,9908,201,0.2895662,9994,201,,,,,,,,
0,0.02,0.2171471,9998,201,0.171204,9998,201,0.2795398,9998,201,,,,,,,,
0,0.02,0.2390712,9991,201,0.1565974,9809,201,0.2456187,9986,201,,,,,,,,
0,0.02,0.2469162,9994,201,0.1571002,9867,201,0.2533673,9994,201,,,,,,,,
0,0.02,0.212983,9994,201,0.1472377,9931,201,0.2644101,9993,201,,,,,,,,
0,0.02,0.210565,9995,201,0.1454339,9975,201,0.2603525,9995,201,,,,,,,,
0,0.02,0.2198477,9990,201,0.1478759,9777,201,0.2543151,9985,201,,,,,,,,
0,0.02,0.2322887,9997,201,0.2252357,9958,201,0.2680917,9997,201,,,,,,,,
0,0.02,0.2276468,9991,201,0.1426002,9807,201,0.2792743,9991,201,,,,,,,,
0,0.02,0.2121878,9995,201,0.1437465,9946,201,0.2450982,9995,201,,,,,,,,
0,0.02,0.2298222,9990,201,0.1445078,9922,201,0.2589502,9989,201,,,,,,,,
0,0.02,0.2162606,9995,201,0.1675297,9915,201,0.2706489,9994,201,,,,,,,,
0,0.02,0.2092074,9998,201,0.1441538,9998,201,0.2626884,9998,201,,,,,,,,
0,0.02,0.2108288,9996,201,0.1424414,9956,201,0.2485903,9991,201,,,,,,,,
0,0.02,0.219344,9993,201,0.1432594,9840,201,0.2725051,9993,201,,,,,,,,
0,0.03,0.2334329,9878,201,0.1396984,9595,201,0.2415885,9877,201,,,,,,,,
0,0.03,0.2102151,9887,201,0.1403029,9558,201,0.24289,9878,201,,,,,,,,
0,0.03,0.2280949,9892,201,0.2122248,9874,201,0.243134,9892,201,,,,,,,,
0,0.03,0.2107637,9894,201,0.1517115,9845,201,0.286529,9893,201,,,,,,,,
0,0.03,0.2096864,9887,201,0.1430957,9706,201,0.258167,9885,201,,,,,,,,
0,0.03,0.2274768,9891,201,0.1478673,9732,201,0.2850289,9887,201,,,,,,,,
0,0.03,0.2279824,9892,201,0.1615873,9753,201,0.2518445,9892,201,,,,,,,,
0,0.03,0.2267851,9883,201,0.1393801,9661,201,0.2513939,9880,201,,,,,,,,
0,0.03,0.2081696,9888,201,0.144748,9760,201,0.2868925,9881,201,,,,,,,,
0,0.03,0.2068938,9888,201,0.1409742,9707,201,0.2700911,9888,201,,,,,,,,
0,0.03,0.2176889,9892,201,0.1729073,9826,201,0.2552068,9891,201,,,,,,,,
0,0.03,0.2094044,9890,201,0.1552917,9700,201,0.2449395,9889,201,,,,,,,,
0,0.03,0.2605055,9890,201,0.2605575,9791,201,0.3190883,9890,201,,,,,,,,
0,0.03,0.3827165,9891,201,0.2428607,9755,201,0.3078977,9882,201,,,,,,,,
0,0.03,0.2062875,9891,201,0.1377523,9762,201,0.2430701,9888,201,,,,,,,,
0,0.03,0.2029979,9883,201,0.1360971,9551,201,0.2479363,9881,201,,,,,,,,
0,0.03,0.2650644,9889,201,0.1485225,9721,201,0.2459417,9889,201,,,,,,,,
0,0.03,0.2069867,9889,201,0.1406983,9730,201,0.2466806,9888,201,,,,,,,,
0,0.03,0.2359161,9894,201,0.1471367,9861,201,0.2529915,9894,201,,,,,,,,
0,0.03,0.2126732,9882,201,0.1433871,9674,201,0.2472153,9881,201,,,,,,,,
0,0.03,0.2043357,9896,201,0.1467067,9896,201,0.2440248,9896,201,,,,,,,,
0,0.03,0.2130896,9884,201,0.1685748,9697,201,0.2398618,9884,201,,,,,,,,
0,0.03,0.201936,9887,201,0.1396961,9666,201,0.2416495,9886,201,,,,,,,,
0,0.03,0.1989093,9885,201,0.1590047,9696,201,0.2690419,9880,201,,,,,,,,
0,0.03,0.2235263,9891,201,0.1534772,9757,201,0.256746,9891,201,,,,,,,,
0,0.03,0.198357,9885,201,0.1408985,9606,201,0.2566457,9884,201,,,,,,,,
0,0.03,0.2336138,9885,201,0.1394026,9750,201,0.2385958,9880,201,,,,,,,,
0,0.03,0.2189737,9885,201,0.1571393,9689,201,0.2801023,9885,201,,,,,,,,
0,0.03,0.2172649,9895,201,0.1483073,9872,201,0.2662383,9895,201,,,,,,,,
0,0.03,0.2029811,9876,201,0.164333,9573,201,0.2404265,9868,201,,,,,,,,
0,0.03,0.2004674,9892,201,0.1613598,9789,201,0.2490616,9892,201,,,,,,,,
0,0.03,0.2022799,9894,201,0.1456582,9856,201,0.2675094,9894,201,,,,,,,,
0,0.03,0.2300644,9888,201,0.1403813,9746,201,0.2436103,9888,201,,,,,,,,
0,0.03,0.2060003,9890,201,0.1402323,9783,201,0.2911031,9889,201,,,,,,,,
0,0.03,0.2080822,9883,201,0.1357906,9562,201,0.2385633,9881,201,,,,,,,,
0,0.03,0.2195423,9894,201,0.157022,9827,201,0.2749126,9892,201,,,,,,,,
0,0.03,0.2553383,9889,201,0.1398805,9622,201,0.3690185,9888,201,,,,,,,,
0,0.03,0.2552176,9887,201,0.2086205,9666,201,0.3255701,9887,201,,,,,,,,
0,0.03,0.2427444,9885,201,0.1561106,9751,201,0.3438418,9885,201,,,,,,,,
0,0.03,0.236198,9884,201,0.1601168,9572,201,0.2687233,9884,201,,,,,,,,
0,0.03,0.2222425,9880,201,0.1474579,9595,201,0.2736727,9880,201,,,,,,,,
0,0.03,0.2284617,9889,201,0.1545906,9581,201,0.2890456,9888,201,,,,,,,,
0,0.03,0.2378137,9893,201,0.1636971,9838,201,0.2544824,9892,201,,,,,,,,
0,0.03,0.2119117,9888,201,0.1867396,9579,201,0.2866731,9886,201,,,,,,,,
0,0.03,0.2521005,9894,201,0.2284852,9846,201,0.3227408,9894,201,,,,,,,,
0,0.03,0.2504732,9883,201,0.1746481,9642,201,0.2978237,9881,201,,,,,,,,
0,0.03,0.2446971,9890,201,0.2056853,9842,201,0.2696921,9890,201,,,,,,,,
0,0.03,0.2444299,9888,201,0.1754448,9791,201,0.3564784,9885,201,,,,,,,,
0,0.03,0.2875527,9880,201,0.1741731,9516,201,0.2775115,9879,201,,,,,,,,
0,0.03,0.2496168,9893,201,0.1732653,9831,201,0.3504477,9892,201,,,,,,,,
0,0.03,0.2699488,9894,201,0.1553712,9854,201,0.2852441,9894,201,,,,,,,,
0,0.03,0.2107385,9884,201,0.1861992,9664,201,0.2565313,9883,201,,,,,,,,
0,0.03,0.2362874,9887,201,0.1415397,9565,201,0.2394913,9887,201,,,,,,,,
0,0.03,0.2085538,9878,201,0.137404,9608,201,0.2479255,9878,201,,,,,,,,
0,0.03,0.1981264,9886,201,0.1606658,9760,201,0.2436099,9886,201,,,,,,,,
0,0.03,0.2148306,9887,201,0.1384107,9732,201,0.2547177,9880,201,,,,,,,,
0,0.03,0.204279,9889,201,0.141038,9791,201,0.297565,9888,201,,,,,,,,
0,0.03,0.2408174,9885,201,0.1816723,9720,201,0.2867192,9884,201,,,,,,,,
0,0.03,0.2406104,9885,201,0.1585437,9578,201,0.2492657,9874,201,,,,,,,,
0,0.03,0.2785739,9895,201,0.1722577,9885,201,0.2815309,9895,201,,,,,,,,
0,0.03,0.2306091,9884,201,0.1555749,9778,201,0.2786262,9884,201,,,,,,,,
0,0.03,0.2605721,9882,201,0.1464301,9531,201,0.3065407,9877,201,,,,,,,,
0,0.03,0.2787591,9884,201,0.1611083,9730,201,0.2570987,9880,201,,,,,,,,
0,0.03,0.2421502,9892,201,0.1604325,9805,201,0.3505739,9889,201,,,,,,,,
0,0.03,0.2407287,9890,201,0.2320582,9756,201,0.3840823,9884,201,,,,,,,,
0,0.03,0.256634,9892,201,0.2649048,9815,201,0.3186357,9892,201,,,,,,,,
0,0.03,0.202509,9885,201,0.1318719,9455,201,0.245762,9879,201,,,,,,,,
0,0.03,0.2056022,9894,201,0.1462513,9879,201,0.2421953,9894,201,,,,,,,,
0,0.03,0.2034503,9887,201,0.1535782,9698,201,0.2707344,9886,201,,,,,,,,
0,0.03,0.216454,9889,201,0.1918749,9785,201,0.2920461,9883,201,,,,,,,,
0,0.03,0.2006315,9893,201,0.163753,9783,201,0.3452127,9893,201,,,,,,,,
0,0.03,0.2067526,9894,201,0.1865478,9888,201,0.2904608,9894,201,,,,,,,,
0,0.03,0.2361216,9883,201,0.1369639,9590,201,0.2875395,9879,201,,,,,,,,
0,0.03,0.2197409,9885,201,0.1584413,9395,201,0.3400539,9885,201,,,,,,,,
0,0.03,0.25237,9892,201,0.1677372,9812,201,0.3047835,9889,201,,,,,,,,
0,0.03,0.2347389,9891,201,0.1425933,9816,201,0.2907222,9889,201,,,,,,,,
0,0.03,0.206158,9888,201,0.136757,9619,201,0.3083691,9883,201,,,,,,,,
0,0.03,0.2393258,9888,201,0.1395746,9835,201,0.2389692,9888,201,,,,,,,,
0,0.03,0.2098296,9893,201,0.2130584,9829,201,0.3344975,9893,201,,,,,,,,
0,0.03,0.254701,9887,201,0.1725341,9738,201,0.2501067,9887,201,,,,,,,,
0,0.03,0.2708152,9896,201,0.1477763,9890,201,0.317608,9896,201,,,,,,,,
0,0.03,0.2965262,9887,201,0.1523368,9727,201,0.2399006,9884,201,,,,,,,,
0,0.03,0.2022783,9876,201,0.1495447,9421,201,0.2471484,9875,201,,,,,,,,
0,0.03,0.206644,9893,201,0.1447673,9766,201,0.3244337,9893,201,,,,,,,,
0,0.03,0.2627993,9888,201,0.1654349,9798,201,0.2836366,9887,201,,,,,,,,
0,0.03,0.2653054,9893,201,0.1464813,9803,201,0.2665509,9891,201,,,,,,,,
0,0.03,0.2141271,9889,201,0.1956295,9674,201,0.2583107,9888,201,,,,,,,,
0,0.03,0.2338331,9891,201,0.1647794,9856,201,0.3170637,9891,201,,,,,,,,
0,0.03,0.24517,9890,201,0.1517851,9741,201,0.3018277,9889,201,,,,,,,,
0,0.03,0.209169,9892,201,0.1479387,9843,201,0.3399444,9892,201,,,,,,,,
0,0.03,0.2435734,9895,201,0.1666739,9880,201,0.2652031,9895,201,,,,,,,,
0,0.03,0.2518755,9885,201,0.1671756,9652,201,0.2628024,9882,201,,,,,,,,
0,0.03,0.2216639,9894,201,0.1512025,9830,201,0.3559135,9894,201,,,,,,,,
0,0.03,0.2628928,9892,201,0.1403803,9743,201,0.3342504,9892,201,,,,,,,,
0,0.03,0.2318974,9888,201,0.1570599,9731,201,0.2581409,9880,201,,,,,,,,
